ترم ارائه درس,دانشكده درس,دانشكده درس,گروه آموزشي درس,گروه آموزشي درس,شماره و گروه درس,نام درس,كل,ع,ظر فيت,ثبت نام شده,تعداد ليست انتظار,جنس,نام استاد,زمان و مكان ارائه,زمان و مكان امتحان,محدوديت اخذ,مخصوص ورودي,دروس اجبار/متضاد,نحوه ارائه درس,دوره درس,امكان حذف اضطراري,امكان اخذ توسط مهمان,توضيحات
4012,14,رياضي,11,واحد آموزش كارشناسي,1411105_27,مباني آناليز عددي,3,0,40,38,0,مختلط,وحيدي جواد,درس(ت): شنبه      09:00-10:30 مکان: علوم پايه كلاس شماره 208، درس(ت): دوشنبه    09:00-10:30 مکان: علوم پايه كلاس شماره 208,تاريخ: 1402/03/31  ساعت: 13:30-15:30,مجاز براي مقطع كارشناسي، دانشکده رياضي، گروه آموزشي واحد آموزش كارشناسي، رشته علوم كامپيوتر،,بي اثر,ندارد,عادي,روزانه,بله,بله,
4012,14,رياضي,11,واحد آموزش كارشناسي,1411106_23,مباني احتمال,3,0,55,53,0,مختلط,احمدي رضا,درس(ت): يك شنبه   10:30-12:00 مکان: علوم پايه كلاس شماره 208، درس(ت): سه شنبه   10:30-12:00 مکان: علوم پايه كلاس شماره 208,تاريخ: 1402/03/30  ساعت: 13:30-15:30,مجاز براي مقطع كارشناسي، دانشکده رياضي، گروه آموزشي واحد آموزش كارشناسي، رشته علوم كامپيوتر،,بي اثر,ندارد,عادي,روزانه,بله,بله,
4012,14,رياضي,11,واحد آموزش كارشناسي,1411110_13,جبر خطي عددي,3,0,40,36,0,مختلط,رشيدي نيا جليل,درس(ت): شنبه      09:00-10:30 مکان: علوم پايه كلاس شماره 204، درس(ت): دوشنبه    09:00-10:30 مکان: علوم پايه كلاس شماره 204,تاريخ: 1402/03/31  ساعت: 08:30-10:30,مجاز براي مقطع كارشناسي، دانشکده رياضي، گروه آموزشي واحد آموزش كارشناسي، رشته رياضيات و كاربردها،,بي اثر,ندارد,عادي,روزانه,بله,بله,
4012,14,رياضي,11,واحد آموزش كارشناسي,1411111_10,احتمال 1,3,0,40,20,0,مختلط,احمدي رضا,درس(ت): يك شنبه   13:30-15:00 مکان: علوم پايه كلاس شماره 207، درس(ت): سه شنبه   13:30-15:00 مکان: علوم پايه كلاس شماره 207,تاريخ: 1402/04/03  ساعت: 13:30-15:30,مجاز براي مقطع كارشناسي، دانشکده رياضي، گروه آموزشي واحد آموزش كارشناسي، رشته رياضيات و كاربردها،,بي اثر,ندارد,عادي,روزانه,بله,بله,
4012,14,رياضي,11,واحد آموزش كارشناسي,1411113_16,معادلات ديفرانسيل با مشتقات جزيي,3,0,40,28,0,مختلط,گرشاسبي مرتضي,درس(ت): يك شنبه   10:30-12:00 مکان: علوم پايه كلاس شماره 204، درس(ت): سه شنبه   10:30-12:00 مکان: علوم پايه كلاس شماره 204,تاريخ: 1402/04/04  ساعت: 08:30-10:30,مجاز براي مقطع كارشناسي، دانشکده رياضي، گروه آموزشي واحد آموزش كارشناسي، رشته رياضيات و كاربردها،,قبل از ترم 4002,ندارد,عادي,روزانه,بله,بله,
4012,14,رياضي,11,واحد آموزش كارشناسي,1411155_67,محاسبات عددي,2,0,51,51,0,مختلط,خاصي منوچهر,درس(ت): يك شنبه   16:30-18:00 مکان: علوم پايه كلاس شماره 101,تاريخ: 1402/03/31  ساعت: 08:30-10:30,بي اثر,ندارد,عادي,روزانه,بله,بله,,
4012,14,رياضي,11,واحد آموزش كارشناسي,1411155_68,محاسبات عددي,2,0,51,51,0,مختلط,خاصي منوچهر,درس(ت): سه شنبه   16:30-18:00 مکان: علوم پايه كلاس شماره 101,تاريخ: 1402/03/31  ساعت: 08:30-10:30,بي اثر,ندارد,عادي,روزانه,بله,بله,,
4012,14,رياضي,11,واحد آموزش كارشناسي,1411155_69,محاسبات عددي,2,0,53,54,0,مختلط,نيكان اميد,درس(ت): شنبه      15:00-16:30 مکان: علوم پايه كلاس شماره 204,تاريخ: 1402/03/31  ساعت: 08:30-10:30,بي اثر,ندارد,عادي,روزانه,بله,بله,,
4012,14,رياضي,11,واحد آموزش كارشناسي,1411155_70,محاسبات عددي,2,0,50,51,0,مختلط,نيكان اميد,درس(ت): دوشنبه    15:00-16:30 مکان: علوم پايه كلاس شماره 204,تاريخ: 1402/03/31  ساعت: 08:30-10:30,بي اثر,ندارد,عادي,روزانه,بله,بله,,
4012,14,رياضي,11,واحد آموزش كارشناسي,1411155_71,محاسبات عددي,2,0,57,57,0,مختلط,مولوي عربشاهي سيده محبوبه,درس(ت): يك شنبه   13:30-15:00 مکان: علوم پايه كلاس شماره 2,تاريخ: 1402/03/31  ساعت: 08:30-10:30,بي اثر,ندارد,عادي,روزانه,بله,بله,,
4012,14,رياضي,11,واحد آموزش كارشناسي,1411155_73,محاسبات عددي,2,0,50,26,0,مختلط,پورانصاري زينب,درس(ت): سه شنبه   09:00-10:30 مکان: دانشكده مكانيك كلاس شماره 208,تاريخ: 1402/03/31  ساعت: 08:30-10:30,بي اثر,ندارد,عادي,روزانه,بله,بله,,
4012,14,رياضي,11,واحد آموزش كارشناسي,1411156_07,مباني تركيبيات,3,0,56,52,0,مختلط,متقي سيده فاطمه,درس(ت): يك شنبه   13:30-15:00 مکان: علوم پايه كلاس شماره 204، درس(ت): سه شنبه   13:30-15:00 مکان: علوم پايه كلاس شماره 204,تاريخ: 1402/03/27  ساعت: 08:30-10:30,مجاز براي مقطع كارشناسي، دانشکده رياضي، گروه آموزشي واحد آموزش كارشناسي، رشته رياضيات و كاربردها، ، مجاز براي مقطع كارشناسي، دانشکده رياضي، گروه آموزشي واحد آموزش كارشناسي، رشته علوم كامپيوتر،,بي اثر,ندارد,عادي,روزانه,بله,بله,
4012,14,رياضي,11,واحد آموزش كارشناسي,1411156_24,مباني تركيبيات,3,0,60,61,0,مختلط,نجفي خواه مهدي,درس(ت): يك شنبه   09:00-10:30 مکان: علوم پايه كلاس شماره 102، درس(ت): سه شنبه   09:00-10:30 مکان: علوم پايه كلاس شماره 102,تاريخ: 1402/03/27  ساعت: 08:30-10:30,مجاز براي مقطع كارشناسي، دانشکده رياضي، گروه آموزشي واحد آموزش كارشناسي، رشته علوم كامپيوتر،,بي اثر,ندارد,عادي,روزانه,بله,بله,
4012,14,رياضي,11,واحد آموزش كارشناسي,1411159_11,اقتصاد مهندسي,3,0,40,30,0,مختلط,علائيان مهدي,درس(ت): شنبه      07:30-09:00 مکان: علوم پايه كلاس شماره 206، درس(ت): دوشنبه    07:30-09:00 مکان: علوم پايه كلاس شماره 206,تاريخ: 1402/03/24  ساعت: 08:30-10:30,مجاز براي مقطع كارشناسي، دانشکده رياضي، گروه آموزشي واحد آموزش كارشناسي، رشته رياضيات و كاربردها،,قبل از ترم 4011,ندارد,عادي,روزانه,بله,بله,
4012,14,رياضي,11,واحد آموزش كارشناسي,1411160_15,آزمايشگاه رياضيات,3,0,40,31,0,مختلط,مولوي عربشاهي سيده محبوبه,درس(ت): يك شنبه   09:00-10:30 مکان: دانشكده رياضي سايت دانشكده رياضي، درس(ت): سه شنبه   09:00-10:30 مکان: دانشكده رياضي سايت دانشكده رياضي,تاريخ: 1402/03/23  ساعت: 11:00-13:00,مجاز براي مقطع كارشناسي، دانشکده رياضي، گروه آموزشي واحد آموزش كارشناسي، رشته رياضيات و كاربردها،,قبل از ترم 4002,ندارد,عادي,روزانه,بله,بله,
4012,14,رياضي,11,واحد آموزش كارشناسي,1411161_14,توابع مختلط,3,0,40,27,0,مختلط,هاديان دهكردي مسعود,درس(ت): يك شنبه   15:00-16:30 مکان: علوم پايه كلاس شماره 207، درس(ت): سه شنبه   15:00-16:30 مکان: علوم پايه كلاس شماره 207,تاريخ: 1402/03/27  ساعت: 13:30-15:30,مجاز براي مقطع كارشناسي، دانشکده رياضي، گروه آموزشي واحد آموزش كارشناسي، رشته رياضيات و كاربردها،,بي اثر,ندارد,عادي,روزانه,بله,بله,
4012,14,رياضي,11,واحد آموزش كارشناسي,1411162_08,نظريه گراف و كاربردها,3,0,40,20,0,مختلط,علائيان مهدي,درس(ت): شنبه      09:00-10:30 مکان: علوم پايه كلاس شماره 205، درس(ت): دوشنبه    09:00-10:30 مکان: علوم پايه كلاس شماره 205,تاريخ: 1402/03/22  ساعت: 13:30-15:30,مجاز براي مقطع كارشناسي، دانشکده رياضي، گروه آموزشي واحد آموزش كارشناسي، رشته رياضيات و كاربردها،,بي اثر,ندارد,عادي,روزانه,بله,بله,
4012,14,رياضي,11,واحد آموزش كارشناسي,1411163_09,جبر,3,0,40,17,0,مختلط,مستقيم زهره,درس(ت): شنبه      10:30-12:00 مکان: علوم پايه كلاس شماره 207، درس(ت): دوشنبه    10:30-12:00 مکان: علوم پايه كلاس شماره 207,تاريخ: 1402/03/30  ساعت: 11:00-13:00,مجاز براي مقطع كارشناسي، دانشکده رياضي، گروه آموزشي واحد آموزش كارشناسي، رشته رياضيات و كاربردها،,بي اثر,ندارد,عادي,روزانه,بله,بله,اخذ اين درس براي ورودي هاي 1400 و ما قبل  كه پيش نيازش را گذرانده اند الزامي مي باشد.در ترم هاي آتي ارائه نميشود
4012,14,رياضي,11,واحد آموزش كارشناسي,1411164_12,بهينه سازي غير خطي,3,0,60,57,0,مختلط,وحيدي جواد,درس(ت): شنبه      10:30-12:00 مکان: علوم پايه 16-زير زمين، درس(ت): دوشنبه    10:30-12:00 مکان: علوم پايه 16-زير زمين,تاريخ: 1402/03/24  ساعت: 13:30-15:30,مجاز براي مقطع كارشناسي، دانشکده رياضي، گروه آموزشي واحد آموزش كارشناسي، رشته رياضيات و كاربردها، ، مجاز براي مقطع كارشناسي، دانشکده رياضي، گروه آموزشي واحد آموزش كارشناسي، رشته علوم كامپيوتر،,بي اثر,ندارد,عادي,روزانه,بله,بله,
4012,14,رياضي,11,واحد آموزش كارشناسي,1411165_06,برنامه سازي پيشرفته,3,0,50,48,0,مختلط,اردشير لاريجاني ابراهيم,درس(ت): يك شنبه   10:30-12:00 مکان: علوم پايه كلاس شماره 203، درس(ت): سه شنبه   10:30-12:00 مکان: علوم پايه كلاس شماره 203,تاريخ: 1402/04/04  ساعت: 13:30-15:30,مجاز براي مقطع كارشناسي، دانشکده رياضي، گروه آموزشي واحد آموزش كارشناسي، رشته رياضيات و كاربردها، ، مجاز براي مقطع كارشناسي، دانشکده رياضي، گروه آموزشي واحد آموزش كارشناسي، رشته علوم كامپيوتر، ترم ورود از 4001 تا 4012،,بي اثر,ندارد,عادي,روزانه,بله,بله,
4012,14,رياضي,11,واحد آموزش كارشناسي,1411165_22,برنامه سازي پيشرفته,3,0,64,64,0,مختلط,اردشير لاريجاني ابراهيم,درس(ت): يك شنبه   15:00-16:30 مکان: علوم پايه كلاس شماره 101، درس(ت): سه شنبه   15:00-16:30 مکان: علوم پايه كلاس شماره 101,تاريخ: 1402/04/04  ساعت: 13:30-15:30,مجاز براي مقطع كارشناسي، دانشکده رياضي، گروه آموزشي واحد آموزش كارشناسي، رشته علوم كامپيوتر، ، مجاز براي مقطع كارشناسي، دانشکده رياضي، گروه آموزشي واحد آموزش كارشناسي، رشته رياضيات و كاربردها، ترم ورود از 3961 تا 4002،,بي اثر,ندارد,عادي,روزانه,بله,بله,
4012,14,رياضي,11,واحد آموزش كارشناسي,1411173_20,تاريخ رياضيات,3,0,40,32,0,مختلط,علائيان مهدي,درس(ت): شنبه      15:00-16:30 مکان: علوم پايه كلاس شماره 206، درس(ت): دوشنبه    15:00-16:30 مکان: علوم پايه كلاس شماره 206,تاريخ: 1402/03/28  ساعت: 08:30-10:30,مجاز براي مقطع كارشناسي، دانشکده رياضي، گروه آموزشي واحد آموزش كارشناسي، رشته رياضيات و كاربردها،,قبل از ترم 3992,ندارد,عادي,روزانه,بله,بله,
4012,14,رياضي,11,واحد آموزش كارشناسي,1411176_17,هندسه ديفرانسيل موضعي,3,0,40,29,0,مختلط,دهقان نژاد اكبر,درس(ت): يك شنبه   13:30-15:00 مکان: علوم پايه كلاس شماره 205، درس(ت): سه شنبه   13:30-15:00 مکان: علوم پايه كلاس شماره 205,تاريخ: 1402/03/23  ساعت: 08:30-10:30,مجاز براي مقطع كارشناسي، دانشکده رياضي، گروه آموزشي واحد آموزش كارشناسي، رشته رياضيات و كاربردها،,قبل از ترم 4002,ندارد,عادي,روزانه,بله,بله,
4012,14,رياضي,11,واحد آموزش كارشناسي,1411187_19,سريهاي زماني,3,0,40,18,0,مختلط,تند پور زهرا,درس(ت): يك شنبه   09:00-10:30 مکان: علوم پايه كلاس شماره 205، درس(ت): سه شنبه   09:00-10:30 مکان: علوم پايه كلاس شماره 205,تاريخ: 1402/03/30  ساعت: 08:30-10:30,مجاز براي مقطع كارشناسي، دانشکده رياضي، گروه آموزشي واحد آموزش كارشناسي، رشته رياضيات و كاربردها،,قبل از ترم 3992,ندارد,عادي,روزانه,بله,بله,
4012,14,رياضي,11,واحد آموزش كارشناسي,1411202_21,رياضي عمومي2(ويژه دانشجويان رشته رياضي),3,0,63,59,0,مختلط,مشهدي سمانه,درس(ت): شنبه      09:00-10:30 مکان: علوم پايه كلاس شماره 206، درس(ت): دوشنبه    09:00-10:30 مکان: علوم پايه كلاس شماره 206,تاريخ: 1402/03/22  ساعت: 08:30-10:30,مجاز براي مقطع كارشناسي، دانشکده رياضي، گروه آموزشي واحد آموزش كارشناسي، رشته علوم كامپيوتر، ، مجاز براي مقطع كارشناسي، دانشکده رياضي، گروه آموزشي واحد آموزش كارشناسي، رشته رياضيات و كاربردها، ترم ورود از 3971 تا 4002،,بي اثر,ندارد,عادي,روزانه,بله,بله,دانشجويان علوم كامپيوتر فقط همين گروه رياضي 2  تخصصي رشته رياضي را مي توانند اخذ كنند
4012,14,رياضي,11,واحد آموزش كارشناسي,1411207_32,شبيه سازي كامپيوتري,3,0,40,36,0,مختلط,فرنوش رحمان,درس(ت): شنبه      15:00-16:30 مکان: دانشكده رياضي كلاس شماره 429، درس(ت): دوشنبه    15:00-16:30 مکان: دانشكده رياضي كلاس شماره 429,تاريخ: 1402/04/03  ساعت: 08:30-10:30,مجاز براي مقطع كارشناسي، دانشکده رياضي، گروه آموزشي واحد آموزش كارشناسي، رشته علوم كامپيوتر،,قبل از ترم 3992,ندارد,عادي,روزانه,بله,بله,
4012,14,رياضي,11,واحد آموزش كارشناسي,1411218_25,طراحي و تحليل الگوريتمها,3,0,50,44,0,مختلط,حاجي سيدجوادي سيد حميد,درس(ت): شنبه      07:30-09:00 مکان: علوم پايه كلاس شماره 208، درس(ت): دوشنبه    07:30-09:00 مکان: علوم پايه كلاس شماره 208,تاريخ: 1402/04/03  ساعت: 13:30-15:30,مجاز براي مقطع كارشناسي، دانشکده رياضي، گروه آموزشي واحد آموزش كارشناسي، رشته علوم كامپيوتر،,بي اثر,ندارد,عادي,روزانه,بله,بله,
4012,14,رياضي,11,واحد آموزش كارشناسي,1411220_29,اصول سيستمهاي كامپيوتري,4,0,45,46,0,مختلط,اردشير لاريجاني ابراهيم,درس(ت): شنبه      15:00-17:00 مکان: علوم پايه كلاس شماره 203، درس(ت): دوشنبه    15:00-17:00 مکان: علوم پايه كلاس شماره 203,تاريخ: 1402/03/23  ساعت: 13:30-15:30,مجاز براي مقطع كارشناسي، دانشکده رياضي، گروه آموزشي واحد آموزش كارشناسي، رشته علوم كامپيوتر،,بي اثر,ندارد,عادي,روزانه,بله,بله,
4012,14,رياضي,11,واحد آموزش كارشناسي,1411225_28,نظريه محاسبه,3,0,50,41,0,مختلط,اردشير لاريجاني ابراهيم,درس(ت): يك شنبه   13:30-15:00 مکان: علوم پايه كلاس شماره 203، درس(ت): سه شنبه   13:30-15:00 مکان: علوم پايه كلاس شماره 203,تاريخ: 1402/03/27  ساعت: 13:30-15:30,مجاز براي مقطع كارشناسي، دانشکده رياضي، گروه آموزشي واحد آموزش كارشناسي، رشته علوم كامپيوتر،,بي اثر,ندارد,عادي,روزانه,بله,بله,
4012,14,رياضي,11,واحد آموزش كارشناسي,1411234_30,پايگاه داده ها,4,1,40,39,0,مختلط,بهاري فرد فاطمه,درس(ت): يك شنبه   10:30-11:45 مکان: علوم پايه كلاس شماره 206، درس(ت): سه شنبه   10:30-11:45 مکان: علوم پايه كلاس شماره 206، درس(ع): يك شنبه   11:45-12:45 مکان: علوم پايه كلاس شماره 206، درس(ع): سه شنبه   11:45-12:45 مکان: علوم پايه كلاس شماره 206,تاريخ: 1402/03/22  ساعت: 13:30-15:30,مجاز براي مقطع كارشناسي، دانشکده رياضي، گروه آموزشي واحد آموزش كارشناسي، رشته علوم كامپيوتر،,بي اثر,ندارد,عادي,روزانه,خير,بله,
4012,14,رياضي,11,واحد آموزش كارشناسي,1411235_31,شبكه هاي كامپيوتري,3,0,40,37,0,مختلط,حاجي سيدجوادي سيد حميد,درس(ت): شنبه      09:00-10:30 مکان: علوم پايه كلاس شماره 207، درس(ت): دوشنبه    09:00-10:30 مکان: علوم پايه كلاس شماره 207,تاريخ: 1402/03/28  ساعت: 13:30-15:30,مجاز براي مقطع كارشناسي، دانشکده رياضي، گروه آموزشي واحد آموزش كارشناسي، رشته علوم كامپيوتر،,بي اثر,ندارد,عادي,روزانه,بله,بله,
4012,14,رياضي,11,واحد آموزش كارشناسي,1411252_02,آزمايشگاه رياضيات2,1,1,16,15,0,مختلط,متقي سيده فاطمه,درس(ع): يك شنبه   15:00-17:00 مکان: دانشكده رياضي سايت دانشكده رياضي,تاريخ: 1402/03/20  ساعت: 10:00-12:00,مجاز براي مقطع كارشناسي، دانشکده رياضي، گروه آموزشي واحد آموزش كارشناسي، رشته رياضيات و كاربردها،,ترم 4011,ندارد,عادي,روزانه,خير,بله,
4012,14,رياضي,11,واحد آموزش كارشناسي,1411252_03,آزمايشگاه رياضيات2,1,1,16,16,0,مختلط,متقي سيده فاطمه,درس(ع): سه شنبه   15:00-17:00 مکان: دانشكده رياضي سايت دانشكده رياضي,تاريخ: 1402/03/20  ساعت: 10:00-12:00,مجاز براي مقطع كارشناسي، دانشکده رياضي، گروه آموزشي واحد آموزش كارشناسي، رشته رياضيات و كاربردها،,ترم 4011,ندارد,عادي,روزانه,خير,بله,
4012,14,رياضي,11,واحد آموزش كارشناسي,1411252_04,آزمايشگاه رياضيات2,1,1,16,12,0,مختلط,متقي سيده فاطمه,درس(ع): يك شنبه   17:00-19:00 مکان: دانشكده رياضي سايت دانشكده رياضي,تاريخ: 1402/03/20  ساعت: 10:00-12:00,مجاز براي مقطع كارشناسي، دانشکده رياضي، گروه آموزشي واحد آموزش كارشناسي، رشته رياضيات و كاربردها،,ترم 4011,ندارد,عادي,روزانه,خير,بله,
4012,15,مهندسي صنايع,11,واحد آموزش كارشناسي,1511001_01,تجزيه و تحليل تصميم گيري,3,0,50,51,0,مختلط,ماكويي احمد,درس(ت): يك شنبه   10:30-12:00 مکان: دانشكده صنايع كلاس شماره 201، درس(ت): سه شنبه   10:30-12:00 مکان: دانشكده صنايع كلاس شماره 201,تاريخ: 1402/03/27  ساعت: 08:30-10:30,مجاز براي مقطع كارشناسي، دانشکده مهندسي صنايع، گروه آموزشي واحد آموزش كارشناسي، رشته مهندسي صنايع،,بي اثر,ندارد,عادي,روزانه,بله,بله,
4012,15,مهندسي صنايع,11,واحد آموزش كارشناسي,1511033_01,اقتصادمهندسي,3,0,35,38,0,مختلط,محمدپور عمران محمدحسيني مطلق سيدمهدي,درس(ت): يك شنبه   09:00-10:30 مکان: دانشكده صنايع كلاس شماره 201، درس(ت): سه شنبه   09:00-10:30 مکان: دانشكده صنايع كلاس شماره 201,تاريخ: 1402/03/29  ساعت: 13:30-15:30,مجاز براي مقطع كارشناسي، دانشکده مهندسي صنايع، گروه آموزشي واحد آموزش كارشناسي، رشته مهندسي صنايع، با ظرفيت 25، ثبت نام شده 27، مجاز براي مقطع كارشناسي، دانشکده مهندسي برق، گروه آموزشي واحد آموزش كارشناسي، با ظرفيت 10، ثبت نام شده 9,بي اثر,ندارد,عادي,روزانه,بله,بله,
4012,15,مهندسي صنايع,11,واحد آموزش كارشناسي,1511033_02,اقتصادمهندسي,3,0,38,21,0,مختلط,غلاميان محمدرضا,درس(ت): شنبه      15:00-16:30 مکان: دانشكده صنايع كلاس شماره 205، درس(ت): دوشنبه    15:00-16:30 مکان: دانشكده صنايع كلاس شماره 205,تاريخ: 1402/03/29  ساعت: 13:30-15:30,مجاز براي مقطع كارشناسي، دانشکده مهندسي صنايع، گروه آموزشي واحد آموزش كارشناسي، رشته مهندسي صنايع، با ظرفيت 22، ثبت نام شده 5، مجاز براي مقطع كارشناسي، دانشکده مهندسي برق، گروه آموزشي واحد آموزش كارشناسي، با ظرفيت 16، ثبت نام شده 14,بي اثر,ندارد,عادي,روزانه,بله,بله,
4012,15,مهندسي صنايع,11,واحد آموزش كارشناسي,1511046_01,اقتصاد عمومي 1,2,0,50,34,0,مختلط,شوال پور  سعيد,درس(ت): چهارشنبه  10:30-12:00 مکان: دانشكده صنايع كلاس شماره 202,تاريخ: 1402/03/24  ساعت: 08:30-10:30,مجاز براي مقطع كارشناسي، دانشکده مهندسي صنايع، گروه آموزشي واحد آموزش كارشناسي، رشته مهندسي صنايع،,بي اثر,ندارد,عادي,روزانه,بله,بله,
4012,15,مهندسي صنايع,11,واحد آموزش كارشناسي,1511047_01,اقتصاد عمومي 2,2,0,50,20,0,مختلط,ميرزامحمدي سعيد,درس(ت): چهارشنبه  09:00-10:30 مکان: دانشكده صنايع كلاس شماره 217,تاريخ: 1402/03/24  ساعت: 08:30-10:30,مجاز براي مقطع كارشناسي، دانشکده مهندسي صنايع، گروه آموزشي واحد آموزش كارشناسي، رشته مهندسي صنايع،,بي اثر,ندارد,عادي,روزانه,بله,بله,
4012,15,مهندسي صنايع,11,واحد آموزش كارشناسي,1511048_01,اصول حسابداري و هزينه يابي,3,0,35,33,0,مختلط,محمدي عمران,درس(ت): شنبه      16:30-18:00 مکان: دانشكده صنايع كلاس شماره 202، درس(ت): دوشنبه    16:30-18:00 مکان: دانشكده صنايع كلاس شماره 202,تاريخ: 1402/03/23  ساعت: 08:30-10:30,مجاز براي مقطع كارشناسي، دانشکده مهندسي صنايع، گروه آموزشي واحد آموزش كارشناسي، رشته مهندسي صنايع،,بي اثر,ندارد,عادي,روزانه,بله,بله,
4012,15,مهندسي صنايع,11,واحد آموزش كارشناسي,1511049_01,آزمايشگاه اندازه گيري دقيق,2,1,20,17,0,مختلط,ثقفي نيا مجتبي,درس(ت): دوشنبه    09:00-09:30 مکان: دانشكده صنايع آزمايشگاه اندازه گيري دقيق، درس(ع): دوشنبه    09:30-10:30 مکان: دانشكده صنايع آزمايشگاه اندازه گيري دقيق,مجاز براي مقطع كارشناسي، دانشکده مهندسي صنايع، گروه آموزشي واحد آموزش كارشناسي، رشته مهندسي صنايع،,بي اثر,ندارد,عادي,روزانه,خير,بله,,
4012,15,مهندسي صنايع,11,واحد آموزش كارشناسي,1511050_01,ارزيابي كار و زمان,3,0,40,35,0,مختلط,قوسي روزبه,درس(ت): يك شنبه   07:30-09:00 مکان: دانشكده صنايع كلاس شماره 302، درس(ت): سه شنبه   07:30-09:00 مکان: دانشكده صنايع كلاس شماره 302,تاريخ: 1402/03/31  ساعت: 08:30-10:30,مجاز براي مقطع كارشناسي، دانشکده مهندسي صنايع، گروه آموزشي واحد آموزش كارشناسي، رشته مهندسي صنايع،,بي اثر,ندارد,عادي,روزانه,بله,بله,
4012,15,مهندسي صنايع,11,واحد آموزش كارشناسي,1511051_01,طرح ريزي واحدهاي صنعتي,3,0,30,17,0,مختلط,شهانقي كامران,درس(ت): يك شنبه   10:30-12:00 مکان: دانشكده صنايع كلاس شماره 302، درس(ت): سه شنبه   10:30-12:00 مکان: دانشكده صنايع كلاس شماره 302,تاريخ: 1402/03/24  ساعت: 08:30-10:30,مجاز براي مقطع كارشناسي، دانشکده مهندسي صنايع، گروه آموزشي واحد آموزش كارشناسي، رشته مهندسي صنايع،,بي اثر,ندارد,عادي,روزانه,بله,بله,
4012,15,مهندسي صنايع,11,واحد آموزش كارشناسي,1511052_01,برنامه ريزي و كنترل توليد و موجودي 1,3,0,35,45,0,مختلط,مهدوي مزده محمد,درس(ت): يك شنبه   09:00-10:30 مکان: دانشكده صنايع كلاس شماره 302، درس(ت): سه شنبه   09:00-10:30 مکان: دانشكده صنايع كلاس شماره 302,تاريخ: 1402/03/30  ساعت: 08:30-10:30,مجاز براي مقطع كارشناسي، دانشکده مهندسي صنايع، گروه آموزشي واحد آموزش كارشناسي، رشته مهندسي صنايع،,بي اثر,ندارد,عادي,روزانه,بله,بله,
4012,15,مهندسي صنايع,11,واحد آموزش كارشناسي,1511055_01,تحقيق در عمليات 1,3,0,35,36,0,مختلط,برزين پور فرناز,درس(ت): شنبه      10:30-12:00 مکان: دانشكده صنايع كلاس شماره 217، درس(ت): دوشنبه    10:30-12:00 مکان: دانشكده صنايع كلاس شماره 217,تاريخ: 1402/03/27  ساعت: 13:30-15:30,مجاز براي مقطع كارشناسي، دانشکده مهندسي صنايع، گروه آموزشي واحد آموزش كارشناسي، رشته مهندسي صنايع،,بي اثر,ندارد,عادي,روزانه,بله,بله,
4012,15,مهندسي صنايع,11,واحد آموزش كارشناسي,1511055_02,تحقيق در عمليات 1,3,0,35,31,0,مختلط,حسيني مطلق سيدمهدي,درس(ت): يك شنبه   15:00-16:30 مکان: دانشكده صنايع كلاس شماره 204، درس(ت): سه شنبه   15:00-16:30 مکان: دانشكده صنايع كلاس شماره 204,تاريخ: 1402/03/27  ساعت: 13:30-15:30,مجاز براي مقطع كارشناسي، دانشکده مهندسي صنايع، گروه آموزشي واحد آموزش كارشناسي، رشته مهندسي صنايع،,بي اثر,ندارد,عادي,روزانه,بله,بله,
4012,15,مهندسي صنايع,11,واحد آموزش كارشناسي,1511059_02,كنترل كيفيت آماري,3,0,30,16,0,مختلط,حائري عبدالرحمن,درس(ت): شنبه      09:00-10:30 مکان: دانشكده صنايع كلاس شماره 202، درس(ت): دوشنبه    09:00-10:30 مکان: دانشكده صنايع كلاس شماره 202,تاريخ: 1402/04/03  ساعت: 13:30-15:30,مجاز براي مقطع كارشناسي، دانشکده مهندسي صنايع، گروه آموزشي واحد آموزش كارشناسي، رشته مهندسي صنايع،,بي اثر,ندارد,عادي,روزانه,بله,بله,
4012,15,مهندسي صنايع,11,واحد آموزش كارشناسي,1511060_02,تئوري احتمالات و كاربرد آن,3,0,20,20,0,مختلط,دهقاني برسياني احسان,درس(ت): يك شنبه   16:30-18:00 مکان: دانشكده صنايع كلاس شماره 204، درس(ت): سه شنبه   16:30-18:00 مکان: دانشكده صنايع كلاس شماره 204,تاريخ: 1402/03/28  ساعت: 13:30-15:30,مجاز براي مقطع كارشناسي، دانشکده مهندسي صنايع، گروه آموزشي واحد آموزش كارشناسي، رشته مهندسي صنايع،,بي اثر,ندارد,عادي,روزانه,بله,بله,
4012,15,مهندسي صنايع,11,واحد آموزش كارشناسي,1511061_02,آمار مهندسي,3,0,45,44,0,مختلط,فتح اله بياتي محسن,درس(ت): دوشنبه    07:30-09:00 مکان: دانشكده صنايع كلاس شماره 217، درس(ت): چهارشنبه  07:30-09:00 مکان: دانشكده صنايع كلاس شماره 217,تاريخ: 1402/03/23  ساعت: 13:30-15:30,مجاز براي مقطع كارشناسي، دانشکده مهندسي صنايع، گروه آموزشي واحد آموزش كارشناسي، رشته مهندسي صنايع،,بي اثر,ندارد,عادي,روزانه,بله,بله,
