ترم ارائه درس,دانشكده درس,دانشكده درس,گروه آموزشي درس,گروه آموزشي درس,شماره و گروه درس,نام درس,كل,ع,ظر فيت,ثبت نام شده,تعداد ليست انتظار,جنس,نام استاد,زمان و مكان ارائه,زمان و مكان امتحان,محدوديت اخذ,مخصوص ورودي,دروس اجبار/متضاد,نحوه ارائه درس,دوره درس,امكان حذف اضطراري,امكان اخذ توسط مهمان,توضيحات
4012,18,مهندسي معماري,11,واحد آموزش كارشناسي,1811239_01,پروژه 5 طراحي صنعتي- محيط زيست,3,2,14,13,0,مختلط,خرم مهدي,درس(ت): سه شنبه   07:30-08:15 مکان: دانشكده معماري ساختمان شماره 1(قديم) كلاس شماره 201، درس(ع): سه شنبه   08:15-12:15 مکان: دانشكده معماري ساختمان شماره 1(قديم) كلاس شماره 201,تاريخ: 1402/03/25  ساعت: 13:00-15:00,مجاز براي مقطع كارشناسي، دانشکده مهندسي معماري، گروه آموزشي واحد آموزش كارشناسي، رشته طراحي  صنعتي، ترم ورود از 3961 تا 3992،,بي اثر,ندارد,عادي,روزانه,خير,بله,
4012,18,مهندسي معماري,11,واحد آموزش كارشناسي,1811239_02,پروژه 5 طراحي صنعتي- محيط زيست,3,2,16,16,0,مختلط,خرم مهدي,درس(ت): سه شنبه   13:00-13:45 مکان: دانشكده معماري ساختمان شماره 1(قديم) كلاس شماره 201، درس(ع): سه شنبه   13:45-17:45 مکان: دانشكده معماري ساختمان شماره 1(قديم) كلاس شماره 201,تاريخ: 1402/03/25  ساعت: 13:00-15:00,مجاز براي مقطع كارشناسي، دانشکده مهندسي معماري، گروه آموزشي واحد آموزش كارشناسي، رشته طراحي  صنعتي، ترم ورود از 3961 تا 3992،,بي اثر,ندارد,عادي,روزانه,خير,بله,
4012,18,مهندسي معماري,11,واحد آموزش كارشناسي,1811240_01,پروژه 6 طراحي صنعتي - حال و آينده,3,2,14,11,0,مختلط,محمدي سيد عباس,درس(ت): يك شنبه   07:30-08:15 مکان: دانشكده معماري ساختمان شماره 1(قديم) كلاس شماره 203، درس(ع): يك شنبه   08:15-12:15 مکان: دانشكده معماري ساختمان شماره 1(قديم) كلاس شماره 203,تاريخ: 1402/04/01  ساعت: 11:00-13:00,مجاز براي مقطع كارشناسي، دانشکده مهندسي معماري، گروه آموزشي واحد آموزش كارشناسي، رشته طراحي  صنعتي، ترم ورود از 3961 تا 3992،,بي اثر,ندارد,عادي,روزانه,خير,بله,
4012,18,مهندسي معماري,11,واحد آموزش كارشناسي,1811240_02,پروژه 6 طراحي صنعتي - حال و آينده,3,2,14,14,0,مختلط,گلستانه سيد همايون,درس(ت): چهارشنبه  13:00-13:45 مکان: دانشكده معماري ساختمان شماره 1(قديم) كلاس شماره 203، درس(ع): چهارشنبه  13:45-17:45 مکان: دانشكده معماري ساختمان شماره 1(قديم) كلاس شماره 203,تاريخ: 1402/04/01  ساعت: 11:00-13:00,مجاز براي مقطع كارشناسي، دانشکده مهندسي معماري، گروه آموزشي واحد آموزش كارشناسي، رشته طراحي  صنعتي، ترم ورود از 3961 تا 3992،,بي اثر,ندارد,عادي,روزانه,خير,بله,
4012,18,مهندسي معماري,11,واحد آموزش كارشناسي,1811338_01,مباني محيط زيست,2,0,41,40,0,مختلط,ملوندي محسن,درس(ت): دوشنبه    09:00-10:30 مکان: دانشكده معماري ساختمان شماره  2(جديد) 4 (كلاس 104),تاريخ: 1402/03/22  ساعت: 08:30-10:30,مجاز براي مقطع كارشناسي، دانشکده مهندسي معماري، گروه آموزشي واحد آموزش كارشناسي، رشته مهندسي  معماري، ترم ورود از 3961 تا 3991،,بي اثر,ندارد,عادي,روزانه,بله,بله,
4012,18,مهندسي معماري,11,واحد آموزش كارشناسي,1811356_01,فرايند طراحي در معماري,2,0,30,23,0,مختلط,تركاشوند عباس,درس(ت): شنبه      10:30-12:00 مکان: دانشكده معماري ساختمان شماره  2(جديد) 2 (كلاس 102),تاريخ: 1402/04/04  ساعت: 13:30-15:30,مجاز براي مقطع كارشناسي، دانشکده مهندسي معماري، گروه آموزشي واحد آموزش كارشناسي، رشته مهندسي  معماري، ترم ورود از 3971 تا 4002،,بي اثر,ندارد,عادي,روزانه,بله,بله,
4012,18,مهندسي معماري,11,واحد آموزش كارشناسي,1811367_01,آشنايي با رشته و مهارتهاي دانشجويي,0,0,25,17,0,مختلط,علي اكبر عليرضارهبر مرتضيصنايعيان هانيه,درس(ت): چهارشنبه  16:00-17:30 مکان: دانشكده معماري ساختمان شماره  2(جديد) 1 (كلاس 101),تاريخ: 1402/04/04  ساعت: 08:30-10:30,مجاز براي مقطع كارشناسي، دانشکده مهندسي معماري، گروه آموزشي واحد آموزش كارشناسي، رشته مهندسي  معماري، ترم ورود از 3971 تا 4012،,بي اثر,ندارد,عادي,روزانه,بله,بله,
4012,18,مهندسي معماري,11,واحد آموزش كارشناسي,1811368_11,پروژه نهائي,6,0,100,28,0,مختلط,اساتيد گروه آموزشي,مجاز براي مقطع كارشناسي، دانشکده مهندسي معماري، گروه آموزشي واحد آموزش كارشناسي، رشته طراحي  صنعتي،,بي اثر,ندارد,عادي,روزانه,بله,بله,,,
4012,18,مهندسي معماري,11,واحد آموزش كارشناسي,1811370_14,طرح نهايي,6,6,100,37,0,مختلط,اساتيد گروه آموزشي,مجاز براي مقطع كارشناسي، دانشکده مهندسي معماري، گروه آموزشي واحد آموزش كارشناسي، رشته مهندسي  معماري،,بي اثر,ندارد,عادي,روزانه,بله,بله,,,
4012,18,مهندسي معماري,11,واحد آموزش كارشناسي,1811376_01,مباني طراحي معماري1:ساخت و ارائه,4,3,22,18,0,مختلط,موذن سجادكامراني آويده,درس(ت): شنبه      13:00-13:45 مکان: دانشكده معماري ساختمان شماره 1(قديم) آتليه 1، درس(ع): شنبه      13:45-16:00 مکان: دانشكده معماري ساختمان شماره 1(قديم) آتليه 1، درس(ع): دوشنبه    15:00-16:30 مکان: دانشكده معماري ساختمان شماره 1(قديم) آتليه 1، درس(ع): دوشنبه    16:30-19:00 مکان: دانشكده معماري ساختمان شماره 1(قديم) آتليه 1,تاريخ: 1402/03/21  ساعت: 13:00-15:00,مجاز براي مقطع كارشناسي، دانشکده مهندسي معماري، گروه آموزشي واحد آموزش كارشناسي، رشته مهندسي  معماري، ترم ورود از 3971 تا 4012،,بي اثر,ندارد,عادي,روزانه,بله,بله,
4012,18,مهندسي معماري,11,واحد آموزش كارشناسي,1811377_01,بيان معمارانه1,2,2,22,18,0,مختلط,موسوي سيدمحمدعلي,درس(ع): يك شنبه   08:00-12:00 مکان: دانشكده معماري ساختمان شماره 1(قديم) آتليه 1,تاريخ: 1402/03/13  ساعت: 15:00-17:00,مجاز براي مقطع كارشناسي، دانشکده مهندسي معماري، گروه آموزشي واحد آموزش كارشناسي، رشته مهندسي  معماري، ترم ورود از 3971 تا 4012،,بي اثر,ندارد,عادي,روزانه,خير,بله,
4012,18,مهندسي معماري,11,واحد آموزش كارشناسي,1811378_01,رياضي براي معماري,2,0,25,22,0,مختلط,يعقوبي فر محمد,درس(ت): چهارشنبه  14:30-16:00 مکان: دانشكده معماري ساختمان شماره  2(جديد) 1 (كلاس 101),تاريخ: 1402/03/23  ساعت: 11:00-13:00,مجاز براي مقطع كارشناسي، دانشکده مهندسي معماري، گروه آموزشي واحد آموزش كارشناسي، رشته مهندسي  معماري، ترم ورود از 3971 تا 4012،,بي اثر,ندارد,عادي,روزانه,بله,بله,
4012,18,مهندسي معماري,11,واحد آموزش كارشناسي,1811379_01,پژوهش و نگارش,2,0,25,17,0,مختلط,قربانيان مهشيد,درس(ت): شنبه      10:30-12:00 مکان: دانشكده معماري ساختمان شماره  2(جديد) 1 (كلاس 101),تاريخ: 1402/03/27  ساعت: 08:30-10:30,مجاز براي مقطع كارشناسي، دانشکده مهندسي معماري، گروه آموزشي واحد آموزش كارشناسي، رشته مهندسي  معماري، ترم ورود از 4011 تا 4012،,بي اثر,ندارد,عادي,روزانه,بله,بله,
4012,18,مهندسي معماري,11,واحد آموزش كارشناسي,1811380_01,مباني طراحي طبيعت نگر,2,1,40,41,0,مختلط,رهبر مرتضي,درس(ت): چهارشنبه  09:00-09:45 مکان: دانشكده معماري ساختمان شماره 1(قديم) كارگاه آتليه 21، درس(ع): چهارشنبه  09:45-11:45 مکان: دانشكده معماري ساختمان شماره 1(قديم) كارگاه آتليه 21,تاريخ: 1402/03/23  ساعت: 08:30-10:30,مجاز براي مقطع كارشناسي، دانشکده مهندسي معماري، گروه آموزشي واحد آموزش كارشناسي، رشته مهندسي  معماري، ترم ورود از 3971 تا 4011،,بي اثر,ندارد,عادي,روزانه,بله,بله,
4012,18,مهندسي معماري,11,واحد آموزش كارشناسي,1811381_01,آشنايي با مصالح,3,1,40,41,0,مختلط,موذن سجادزرين قلمي كيهان,درس(ت): دوشنبه    09:30-10:15 مکان: دانشكده معماري ساختمان شماره  2(جديد) 3 (كلاس 103)، درس(ع): دوشنبه    07:30-09:30 مکان: دانشكده معماري ساختمان شماره  2(جديد) 3 (كلاس 103),تاريخ: 1402/03/29  ساعت: 08:30-10:30,مجاز براي مقطع كارشناسي، دانشکده مهندسي معماري، گروه آموزشي واحد آموزش كارشناسي، رشته مهندسي  معماري، ترم ورود از 3971 تا 4011،,بي اثر,ندارد,عادي,روزانه,بله,بله,
4012,18,مهندسي معماري,11,واحد آموزش كارشناسي,1811385_01,كاربرد رايانه در معماري,2,1,30,27,0,مختلط,ابوالحسني نوشين,درس(ت): يك شنبه   13:00-13:45 مکان: دانشكده معماري ساختمان شماره  2(جديد) 292 (آتليه 310)، درس(ع): يك شنبه   13:45-15:45 مکان: دانشكده معماري ساختمان شماره  2(جديد) 292 (آتليه 310),تاريخ: 1402/04/01  ساعت: 15:00-17:00,مجاز براي مقطع كارشناسي، دانشکده مهندسي معماري، گروه آموزشي واحد آموزش كارشناسي، رشته مهندسي  معماري، ترم ورود از 3971 تا 4001،,بي اثر,ندارد,عادي,روزانه,بله,بله,
4012,18,مهندسي معماري,11,واحد آموزش كارشناسي,1811388_01,سيستمهاي سازه اي,2,0,30,24,0,مختلط,تركاشوند عباس,درس(ت): شنبه      09:00-10:30 مکان: دانشكده معماري ساختمان شماره  2(جديد) 2 (كلاس 102),تاريخ: 1402/03/29  ساعت: 08:30-10:30,مجاز براي مقطع كارشناسي، دانشکده مهندسي معماري، گروه آموزشي واحد آموزش كارشناسي، رشته مهندسي  معماري، ترم ورود از 3971 تا 4002،,بي اثر,ندارد,عادي,روزانه,بله,بله,
4012,18,مهندسي معماري,11,واحد آموزش كارشناسي,1811390_01,معماري اسلامي,2,0,30,23,0,مختلط,دهقاني تفتي محسن,درس(ت): سه شنبه   09:00-10:30 مکان: دانشكده معماري ساختمان شماره  2(جديد) 3 (كلاس 103),تاريخ: 1402/03/23  ساعت: 13:30-15:30,مجاز براي مقطع كارشناسي، دانشکده مهندسي معماري، گروه آموزشي واحد آموزش كارشناسي، رشته مهندسي  معماري، ترم ورود از 3971 تا 4001،,بي اثر,ندارد,عادي,روزانه,بله,بله,
4012,18,مهندسي معماري,11,واحد آموزش كارشناسي,1811394_01,مباني هنرهاي تجسمي2,3,1,15,17,0,مختلط,سراج زاهدي آرميتا,درس(ت): يك شنبه   13:00-14:30 مکان: دانشكده معماري ساختمان شماره 1(قديم) كلاس شماره 201، درس(ع): يك شنبه   14:30-16:30 مکان: دانشكده معماري ساختمان شماره 1(قديم) كلاس شماره 201,تاريخ: 1402/03/31  ساعت: 08:30-10:30,مجاز براي مقطع كارشناسي، دانشکده مهندسي معماري، گروه آموزشي واحد آموزش كارشناسي، رشته طراحي  صنعتي، ترم ورود از 4001 تا 4011،,بي اثر,ندارد,عادي,روزانه,بله,بله,
4012,18,مهندسي معماري,11,واحد آموزش كارشناسي,1811394_02,مباني هنرهاي تجسمي2,3,1,15,16,0,مختلط,سراج زاهدي آرميتا,درس(ت): يك شنبه   08:30-09:45 مکان: دانشكده معماري ساختمان شماره 1(قديم) كلاس شماره 201، درس(ع): يك شنبه   09:45-11:45 مکان: دانشكده معماري ساختمان شماره 1(قديم) كلاس شماره 201,تاريخ: 1402/03/31  ساعت: 08:30-10:30,مجاز براي مقطع كارشناسي، دانشکده مهندسي معماري، گروه آموزشي واحد آموزش كارشناسي، رشته طراحي  صنعتي، ترم ورود از 4001 تا 4011،,بي اثر,ندارد,عادي,روزانه,بله,بله,
4012,18,مهندسي معماري,11,واحد آموزش كارشناسي,1811397_01,فرايند طراحي محصول,3,2,14,14,0,مختلط,صفار دزفولي محسن,درس(ت): شنبه      07:30-08:15 مکان: دانشكده معماري ساختمان شماره 1(قديم) آتليه 202، درس(ع): شنبه      08:15-12:15 مکان: دانشكده معماري ساختمان شماره 1(قديم) آتليه 202,تاريخ: 1402/03/25  ساعت: 11:00-13:00,مجاز براي مقطع كارشناسي، دانشکده مهندسي معماري، گروه آموزشي واحد آموزش كارشناسي، رشته طراحي  صنعتي، ترم ورود از 3961 تا 4002،,بي اثر,ندارد,عادي,روزانه,بله,بله,
4012,18,مهندسي معماري,11,واحد آموزش كارشناسي,1811397_02,فرايند طراحي محصول,3,2,14,12,0,مختلط,صفار دزفولي محسن,درس(ت): شنبه      13:00-13:45 مکان: دانشكده معماري ساختمان شماره 1(قديم) آتليه 202، درس(ع): شنبه      13:45-17:45 مکان: دانشكده معماري ساختمان شماره 1(قديم) آتليه 202,تاريخ: 1402/03/25  ساعت: 11:00-13:00,مجاز براي مقطع كارشناسي، دانشکده مهندسي معماري، گروه آموزشي واحد آموزش كارشناسي، رشته طراحي  صنعتي، ترم ورود از 3991 تا 4002،,بي اثر,ندارد,عادي,روزانه,بله,بله,
4012,18,مهندسي معماري,11,واحد آموزش كارشناسي,1811401_01,كارگاه حجم سازي,2,2,14,16,0,مختلط,مسدد سيدهاشم,درس(ع): سه شنبه   08:00-12:00 مکان: دانشكده معماري ساختمان شماره 1(قديم) كارگاه طراحي صنعتي1,تاريخ: 1402/03/21  ساعت: 11:00-13:00,مجاز براي مقطع كارشناسي، دانشکده مهندسي معماري، گروه آموزشي واحد آموزش كارشناسي، رشته طراحي  صنعتي، ترم ورود از 4001 تا 4011،,بي اثر,ندارد,عادي,روزانه,خير,بله,
4012,18,مهندسي معماري,11,واحد آموزش كارشناسي,1811401_02,كارگاه حجم سازي,2,2,14,17,0,مختلط,مسدد سيدهاشم,درس(ع): دوشنبه    08:00-12:00 مکان: دانشكده معماري ساختمان شماره 1(قديم) كارگاه طراحي صنعتي1,تاريخ: 1402/03/21  ساعت: 11:00-13:00,مجاز براي مقطع كارشناسي، دانشکده مهندسي معماري، گروه آموزشي واحد آموزش كارشناسي، رشته طراحي  صنعتي، ترم ورود از 4001 تا 4011،,بي اثر,ندارد,عادي,روزانه,خير,بله,
4012,18,مهندسي معماري,11,واحد آموزش كارشناسي,1811402_01,فيزيك2: ديناميك,2,0,30,29,0,مختلط,مرتضوي مقدم فائقه السادات,درس(ت): دوشنبه    16:00-17:30 مکان: دانشكده معماري ساختمان شماره  2(جديد) 1 (كلاس 101),تاريخ: 1402/03/27  ساعت: 08:30-10:30,مجاز براي مقطع كارشناسي، دانشکده مهندسي معماري، گروه آموزشي واحد آموزش كارشناسي، رشته طراحي  صنعتي، ترم ورود از 4001 تا 4011،,بي اثر,ندارد,عادي,روزانه,بله,بله,
4012,18,مهندسي معماري,11,واحد آموزش كارشناسي,1811404_01,رياضي2,2,0,35,31,0,مختلط,مرتضوي مقدم فائقه السادات,درس(ت): دوشنبه    14:30-16:00 مکان: دانشكده معماري ساختمان شماره  2(جديد) 1 (كلاس 101),تاريخ: 1402/03/23  ساعت: 11:00-13:00,مجاز براي مقطع كارشناسي، دانشکده مهندسي معماري، گروه آموزشي واحد آموزش كارشناسي، رشته طراحي  صنعتي، ترم ورود از 4001 تا 4011،,بي اثر,ندارد,عادي,روزانه,بله,بله,
4012,18,مهندسي معماري,11,واحد آموزش كارشناسي,1811406_01,كارگاه مواد و فرايندهاي توليد 1,2,1,15,14,0,مختلط,داورزني محمد حسن,درس(ت): يك شنبه   09:00-09:45 مکان: دانشكده معماري ساختمان شماره 1(قديم) كارگاه طراحي صنعتي1، درس(ع): يك شنبه   09:45-11:45 مکان: دانشكده معماري ساختمان شماره 1(قديم) كارگاه طراحي صنعتي1,تاريخ: 1402/03/17  ساعت: 11:00-13:00,مجاز براي مقطع كارشناسي، دانشکده مهندسي معماري، گروه آموزشي واحد آموزش كارشناسي، رشته طراحي  صنعتي، ترم ورود از 4011 تا 4011،,بي اثر,ندارد,عادي,روزانه,بله,بله,
4012,18,مهندسي معماري,11,واحد آموزش كارشناسي,1811406_02,كارگاه مواد و فرايندهاي توليد 1,2,1,15,17,0,مختلط,داورزني محمد حسن,درس(ت): يك شنبه   13:00-13:45 مکان: دانشكده معماري ساختمان شماره 1(قديم) كارگاه طراحي صنعتي1، درس(ع): يك شنبه   13:45-15:45 مکان: دانشكده معماري ساختمان شماره 1(قديم) كارگاه طراحي صنعتي1,تاريخ: 1402/03/17  ساعت: 11:00-13:00,مجاز براي مقطع كارشناسي، دانشکده مهندسي معماري، گروه آموزشي واحد آموزش كارشناسي، رشته طراحي  صنعتي، ترم ورود از 4001 تا 4011،,بي اثر,ندارد,عادي,روزانه,بله,بله,
4012,18,مهندسي معماري,11,واحد آموزش كارشناسي,1811407_01,كارگاه طراحي پايه2,3,2,16,18,0,مختلط,يوسفي توماج,درس(ت): سه شنبه   13:00-13:45 مکان: دانشكده معماري ساختمان شماره 1(قديم) كلاس شماره 204، درس(ع): سه شنبه   13:45-17:45 مکان: دانشكده معماري ساختمان شماره 1(قديم) كلاس شماره 204,تاريخ: 1402/03/16  ساعت: 13:00-15:00,مجاز براي مقطع كارشناسي، دانشکده مهندسي معماري، گروه آموزشي واحد آموزش كارشناسي، رشته طراحي  صنعتي، ترم ورود از 4001 تا 4011،,بي اثر,ندارد,عادي,روزانه,بله,بله,
4012,18,مهندسي معماري,11,واحد آموزش كارشناسي,1811407_02,كارگاه طراحي پايه2,3,2,15,17,0,مختلط,يوسفي توماج,درس(ت): شنبه      13:00-13:45 مکان: دانشكده معماري ساختمان شماره 1(قديم) كلاس شماره 204، درس(ع): شنبه      13:45-17:45 مکان: دانشكده معماري ساختمان شماره 1(قديم) كلاس شماره 204,تاريخ: 1402/03/16  ساعت: 13:00-15:00,مجاز براي مقطع كارشناسي، دانشکده مهندسي معماري، گروه آموزشي واحد آموزش كارشناسي، رشته طراحي  صنعتي، ترم ورود از 4001 تا 4011،,بي اثر,ندارد,عادي,روزانه,بله,بله,
4012,18,مهندسي معماري,11,واحد آموزش كارشناسي,1811408_01,مباني طراحي معماري2: مفاهيم پايه,4,3,22,20,0,مختلط,مهديزاده سراج فاطمهتركاشوند عباس,درس(ت): چهارشنبه  13:00-13:45 مکان: دانشكده معماري ساختمان شماره  2(جديد) 293 (آتليه 311)، درس(ع): يك شنبه   13:00-18:00 مکان: دانشكده معماري ساختمان شماره  2(جديد) 294 (آتليه 1-312)، درس(ع): چهارشنبه  13:45-17:45 مکان: دانشكده معماري ساختمان شماره  2(جديد) 293 (آتليه 311),تاريخ: 1402/03/13  ساعت: 15:00-17:00,مجاز براي مقطع كارشناسي، دانشکده مهندسي معماري، گروه آموزشي واحد آموزش كارشناسي، رشته مهندسي  معماري، ترم ورود از 3971 تا 4011،,بي اثر,ندارد,عادي,روزانه,بله,بله,
4012,18,مهندسي معماري,11,واحد آموزش كارشناسي,1811408_02,مباني طراحي معماري2: مفاهيم پايه,4,3,22,21,0,مختلط,تركاشوند عباسمهديزاده سراج فاطمه,درس(ت): يك شنبه   13:00-13:45 مکان: دانشكده معماري ساختمان شماره 1(قديم) آتليه 3، درس(ع): يك شنبه   13:45-19:00 مکان: دانشكده معماري ساختمان شماره 1(قديم) كارگاه آتليه 11، درس(ع): چهارشنبه  16:30-19:30 مکان: دانشكده معماري ساختمان شماره 1(قديم) كارگاه آتليه 11,تاريخ: 1402/03/13  ساعت: 15:00-17:00,مجاز براي مقطع كارشناسي، دانشکده مهندسي معماري، گروه آموزشي واحد آموزش كارشناسي، رشته مهندسي  معماري، ترم ورود از 3971 تا 4011،,بي اثر,ندارد,عادي,روزانه,بله,بله,
4012,18,مهندسي معماري,11,واحد آموزش كارشناسي,1811409_01,بيان معمارانه2,2,2,40,40,0,مختلط,موسوي سيدمحمدعلي,درس(ع): سه شنبه   13:00-17:00 مکان: دانشكده معماري ساختمان شماره 1(قديم) آتليه 1,تاريخ: 1402/03/21  ساعت: 13:00-15:00,مجاز براي مقطع كارشناسي، دانشکده مهندسي معماري، گروه آموزشي واحد آموزش كارشناسي، رشته مهندسي  معماري، ترم ورود از 3971 تا 4011،,بي اثر,ندارد,عادي,روزانه,خير,بله,
4012,18,مهندسي معماري,11,واحد آموزش كارشناسي,1811410_01,نقشه كشي صنعتي 2,2,2,19,20,0,مختلط,سراج زاهدي آرميتا,درس(ع): شنبه      13:00-17:00 مکان: دانشكده معماري ساختمان شماره  2(جديد) سايت كامپيوتر,تاريخ: 1402/03/20  ساعت: 11:00-13:00,مجاز براي مقطع كارشناسي، دانشکده مهندسي معماري، گروه آموزشي واحد آموزش كارشناسي، رشته طراحي  صنعتي، ترم ورود از 4001 تا 4011،,بي اثر,ندارد,عادي,روزانه,خير,بله,
4012,18,مهندسي معماري,11,واحد آموزش كارشناسي,1811410_02,نقشه كشي صنعتي 2,2,2,19,19,0,مختلط,سراج زاهدي آرميتا,درس(ع): شنبه      08:00-12:00 مکان: دانشكده معماري ساختمان شماره  2(جديد) سايت كامپيوتر,تاريخ: 1402/03/20  ساعت: 11:00-13:00,مجاز براي مقطع كارشناسي، دانشکده مهندسي معماري، گروه آموزشي واحد آموزش كارشناسي، رشته طراحي  صنعتي، ترم ورود از 4001 تا 4011،,بي اثر,ندارد,عادي,روزانه,خير,بله,
4012,18,مهندسي معماري,11,واحد آموزش كارشناسي,1811411_01,مفاهيم پايه در هنر,2,0,25,19,0,مختلط,فيضي محسن,درس(ت): دوشنبه    10:30-12:00 مکان: دانشكده معماري ساختمان شماره  2(جديد) 4 (كلاس 104),تاريخ: 1402/03/31  ساعت: 08:30-10:30,مجاز براي مقطع كارشناسي، دانشکده مهندسي معماري، گروه آموزشي واحد آموزش كارشناسي، رشته مهندسي  معماري، ترم ورود از 3971 تا 4012،,بي اثر,ندارد,عادي,روزانه,بله,بله,
4012,18,مهندسي معماري,11,واحد آموزش كارشناسي,1811412_01,طراحي معماري پايه: تمرينهاي طراحي,4,3,15,13,0,مختلط,خاك زند مهدي,درس(ت): چهارشنبه  13:00-13:45 مکان: دانشكده معماري ساختمان شماره 1(قديم) آتليه 2، درس(ع): يك شنبه   13:00-17:45 مکان: دانشكده معماري ساختمان شماره 1(قديم) آتليه 2، درس(ع): چهارشنبه  13:45-18:00 مکان: دانشكده معماري ساختمان شماره 1(قديم) آتليه 2,تاريخ: 1402/03/16  ساعت: 17:00-19:00,مجاز براي مقطع كارشناسي، دانشکده مهندسي معماري، گروه آموزشي واحد آموزش كارشناسي، رشته مهندسي  معماري، ترم ورود از 3971 تا 4002،,بي اثر,ندارد,عادي,روزانه,بله,بله,
4012,18,مهندسي معماري,11,واحد آموزش كارشناسي,1811412_02,طراحي معماري پايه: تمرينهاي طراحي,4,3,15,12,0,مختلط,صحراگردمنفرد نداسادات,درس(ت): چهارشنبه  13:00-13:45 مکان: دانشكده معماري ساختمان شماره 1(قديم) كارگاه آتليه 12، درس(ع): يك شنبه   13:00-17:45 مکان: دانشكده معماري ساختمان شماره 1(قديم) كارگاه آتليه 12، درس(ع): چهارشنبه  13:45-18:00 مکان: دانشكده معماري ساختمان شماره 1(قديم) كارگاه آتليه 12,تاريخ: 1402/03/16  ساعت: 17:00-19:00,مجاز براي مقطع كارشناسي، دانشکده مهندسي معماري، گروه آموزشي واحد آموزش كارشناسي، رشته مهندسي  معماري، ترم ورود از 3971 تا 4002،,بي اثر,ندارد,عادي,روزانه,بله,بله,
4012,18,مهندسي معماري,11,واحد آموزش كارشناسي,1811413_01,طراحي معماري1: طراحي فرايند محور,4,3,15,13,0,مختلط,يزدانفر سيدعباس آقا,درس(ت): سه شنبه   13:00-13:45 مکان: دانشكده معماري ساختمان شماره 1(قديم) كارگاه آتليه 11، درس(ع): شنبه      07:30-12:00 مکان: دانشكده معماري ساختمان شماره 1(قديم) كارگاه آتليه 11، درس(ع): سه شنبه   13:45-18:15 مکان: دانشكده معماري ساختمان شماره 1(قديم) كارگاه آتليه 11,تاريخ: 1402/03/16  ساعت: 08:00-10:00,مجاز براي مقطع كارشناسي، دانشکده مهندسي معماري، گروه آموزشي واحد آموزش كارشناسي، رشته مهندسي  معماري، ترم ورود از 3971 تا 4001،,بي اثر,ندارد,عادي,روزانه,بله,بله,
4012,18,مهندسي معماري,11,واحد آموزش كارشناسي,1811413_02,طراحي معماري1: طراحي فرايند محور,4,3,15,12,0,مختلط,زرين قلمي كيهان,درس(ت): سه شنبه   13:00-13:45 مکان: دانشكده معماري ساختمان شماره 1(قديم) كارگاه آتليه 12، درس(ع): شنبه      07:30-12:00 مکان: دانشكده معماري ساختمان شماره 1(قديم) كارگاه آتليه 12، درس(ع): سه شنبه   13:45-18:15 مکان: دانشكده معماري ساختمان شماره 1(قديم) كارگاه آتليه 12,تاريخ: 1402/03/16  ساعت: 08:00-10:00,مجاز براي مقطع كارشناسي، دانشکده مهندسي معماري، گروه آموزشي واحد آموزش كارشناسي، رشته مهندسي  معماري، ترم ورود از 3971 تا 4001،,بي اثر,ندارد,عادي,روزانه,بله,بله,
4012,18,مهندسي معماري,11,واحد آموزش كارشناسي,1811418_01,طراحي بين رشته اي1: طراحي و ساخت مبلمان,2,1,25,24,0,مختلط,كليني ممقاني ناصر,درس(ت): يك شنبه   09:00-09:45 مکان: دانشكده معماري ساختمان شماره 1(قديم) آتليه 2، درس(ع): يك شنبه   09:45-11:45 مکان: دانشكده معماري ساختمان شماره 1(قديم) آتليه 2,تاريخ: 1402/03/21  ساعت: 15:00-17:00,مجاز براي مقطع كارشناسي، دانشکده مهندسي معماري، گروه آموزشي واحد آموزش كارشناسي، رشته مهندسي  معماري، ترم ورود از 3971 تا 4001،,بي اثر,ندارد,عادي,روزانه,بله,بله,
4012,18,مهندسي معماري,11,واحد آموزش كارشناسي,1811422_01,مهارت3: مستندسازي آثار با ارزش,2,1,25,24,0,مختلط,معماريان غلامحسينكاظم پور حميدرضا,درس(ت): دوشنبه    07:30-08:15 مکان: دانشكده معماري ساختمان شماره 1(قديم) آتليه 2، درس(ع): دوشنبه    08:15-10:15 مکان: دانشكده معماري ساختمان شماره 1(قديم) آتليه 2,تاريخ: 1402/03/25  ساعت: 15:00-17:00,مجاز براي مقطع كارشناسي، دانشکده مهندسي معماري، گروه آموزشي واحد آموزش كارشناسي، رشته مهندسي  معماري، ترم ورود از 3971 تا 4002،,بي اثر,ندارد,عادي,روزانه,بله,بله,
4012,18,مهندسي معماري,11,واحد آموزش كارشناسي,1811425_01,ساختمان1: ساختمانهاي بنايي,2,1,30,29,0,مختلط,امامي سيدجواد,درس(ت): چهارشنبه  09:00-09:45 مکان: دانشكده معماري ساختمان شماره  2(جديد) 4 (كلاس 104)، درس(ع): چهارشنبه  09:45-11:45 مکان: دانشكده معماري ساختمان شماره  2(جديد) 4 (كلاس 104),تاريخ: 1402/03/31  ساعت: 13:30-15:30,مجاز براي مقطع كارشناسي، دانشکده مهندسي معماري، گروه آموزشي واحد آموزش كارشناسي، رشته مهندسي  معماري، ترم ورود از 3971 تا 4002،,بي اثر,ندارد,عادي,روزانه,بله,بله,
